,,,,,,,,,,,,
,2012,Eel Operator,Re:Set,Susan Beetlestone,A surgically modified human being able to operate a robotic eel,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,1889,Electrified Fence,A Connecticut Yankee in King Arthur's Court,Mark Twain,A wire fence carrying an electrical charge sufficient to deter crossing the boundary.,Yes,Various,Electric fences,1930s,N/A,Atoms,
,1889,Atmospheric Advertising,In the Year 2889,Jules Verne,A means of mass advertising to cities and countries.,Yes,Various,"Skyvertising, Drones",2020s,N/A,Atoms,
,1889,Phonotelephote,In the Year 2889,Jules Verne,A means of transmitting and receiving both voice and picture for a personal conversation.,Yes,"Zoom, Skype",Video calling,2010s,N/A,Bits,
,1889,Live News,In the Year 2889,Jules Verne,The modern concept of a news broadcast.,Yes,"CNN, BBC",24-hour live news,1980s,N/A,Bits,
,1889,Recorded News,In the Year 2889,Jules Verne,This is the basic idea behind Tivo and VCRs.,Yes,"TiVo, DVRs",Digital video recorders,1990s,N/A,Bits,
,1893,Air-to-Surface Missile,The Angel of the Revolution,George Griffith,Very early description of a projectile fired from an airship into a surface target.,Yes,Various militaries,Guided missiles,1940s,N/A,Atoms,
,2012,Brain-Jacking,Kill Decision,Daniel Suarez,Using insects for surveillance.,No,N/A,N/A,N/A,Fictional surveillance in the novel,Bits,
,1893,Air-Ship (VTOL Airship),The Angel of the Revolution,George Griffith,A flying machine capable of vertical take-off and landing.,Yes,"Bell, Boeing",VTOL aircraft,1950s,N/A,Atoms,
,1894,Rooftop Windmill,A Journey In Other Worlds,John Jacob Astor IV,Renewable energy source for the home.,Yes,Various companies,Rooftop wind turbines,1970s,N/A,Atoms,
,2012,Robotic Eel,Re:Set,Susan Beetlestone,"A five-foot long artificial eel, controlled by an operator.",No,N/A,N/A,N/A,Fictional robot in the novel,Atoms,
,1894,Magnetic Eyes,A Journey In Other Worlds,John Jacob Astor IV,A device that permits remote monitoring of people or other objects.,Yes,Axis Communications,Security cameras,1990s,N/A,Atoms,
,1894,Vehicle Energy Reclamation,A Journey In Other Worlds,John Jacob Astor IV,Reclaiming the energy gained by climbing a hill on the way back down.,Yes,Various automakers,Regenerative braking,1990s,N/A,Atoms,
,1894,Instantaneous Kodaks (Traffic Control),A Journey In Other Worlds,John Jacob Astor IV,Use of cameras to help police officers enforce speed limits.,Yes,Various,Speed cameras,1960s,N/A,Atoms,
,1894,Electric Phaetons (Electric Cars),A Journey In Other Worlds,John Jacob Astor IV,Vehicles whose motive power is entirely derived from electricity.,Yes,"Tesla, Nissan",Electric cars,1890s,First viable electric cars in 1890s,Atoms,
,1894,Space-ship,A Journey In Other Worlds,John Jacob Astor IV,A space-going vessel.,Yes,"NASA, SpaceX",Spacecraft,1950s,N/A,Atoms,
,1894,Marine Spider (Hydrofoil),A Journey In Other Worlds,John Jacob Astor IV,A very early mention of the hydrofoil concept.,Yes,Boeing,Hydrofoils,1960s,N/A,Atoms,
,1894,Magnetic Railroads,A Journey In Other Worlds,John Jacob Astor IV,A scheme for powering railroads using enormous electromagnets.,Yes,Various,Maglev trains,1980s,N/A,Atoms,
,1894,Double-Door Vestibule,A Journey In Other Worlds,John Jacob Astor IV,A special doorway leading from the interior of a spacecraft leading out into space which maintains the air pressure within the craft.,Yes,NASA,Airlocks,1960s,On spacecraft,Atoms,
,2012,Wildcode,The Fractal Prince,Hannu Rajaniemi,"A vast, actual desert comprised of nanites, nanomachines.",No,N/A,N/A,N/A,Fictional nanotech in the novel,Atoms,
,2012,Autonomous Assassination Drone,Kill Decision,Daniel Suarez,"A flying UAV that is self-guided to a target, destroys the target, and is capable of destroying itself after mission completion.",No,N/A,N/A,N/A,Fictional UAV in the novel,Atoms,
,2012,DNA Music Storage,Year Zero,Rob Reid,Encoding music in junk DNA.,No,N/A,N/A,N/A,Fictional data storage in the novel,Atoms,
,2012,Parent Drone,Kill Decision,Daniel Suarez,A drone platform that launches smaller drones.,No,N/A,N/A,N/A,Fictional UAVs in the novel,Atoms,
,1895,Atomic Microscopy,The Crack of Doom,Robert Cromie,A device that can actually visualize a individual molecule and its parts.,Yes,IBM,Scanning tunneling microscope,1981,N/A,Atoms,
,2011,Virtual Punishment,Complete Sentence,Joe Haldeman,It seems like decades in prison.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1895,Atomic Energy,The Crack of Doom,Robert Cromie,Splitting the atom to create a destructive force.,Yes,Various,Nuclear fission,1939,N/A,Atoms,
,1895,Manufactured Wife,A Wife Manufactured to Order,Alice W. Fuller,"A wife made to order, programmed to meet her husband's requirements.",Yes,Various,"Sexbots, AI Chat GF/Wife",2010s,N/A,Both,
,2011,Onionskin Transparent Jeans,Super Sad True Love Story,Gary Shteyngart,See-through pants.,No,N/A,N/A,N/A,Fictional clothing in the novel,Atoms,
,2010,Power Stilts,The Human Blend,Alan Dean Foster,Platforms that push inundated cities ever higher.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,2010,Barker,The Human Blend,Alan Dean Foster,"A device that scans for nearby medical implants, and allows the operator to take control.",No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2010,Nutrient Extractor and Maximizer (NEM),The Human Blend,Alan Dean Foster,Device that replaces and extends the capabilities of the human digestive system.,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,2010,Humeld,The Human Blend,Alan Dean Foster,A human being with augmented body parts.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,2010,Neural Lace,Surface Detail,Iain M Banks,An interface between the brain and computer facilities.,No,N/A,N/A,N/A,Fictional biotech in the novel,Bits,
,2010,Ugly T-Shirt,Zero History,William Gibson,Uses disruptive patterning to make the wearer invisible to computerized surveillance techniques.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,2010,Office Hand,The Human Blend,Alan Dean Foster,A robotic hand with each finger customized for a different function.,No,N/A,N/A,N/A,Fictional robot in the novel,Atoms,
,1897,Electric Bicycle,In the Deep of Time,George Parsons Lathrop,A two-wheeled device utilizing stored electricity as motive power.,Yes,Various,Electric bicycles,1890s,N/A,Atoms,
,2010,Alien Trojan,Out of the Dark,David Webber,Malware from another world!,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,2010,Rocket Pine,The Human Blend,Alan Dean Foster,Genetically engineered trees for wood pulp.,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,2010,Angel Teeth,Freedom,Daniel Suarez,Essentially a spear dropped from a great height (or from orbit) with a guidance system.,No,N/A,N/A,N/A,Fictional weapon in the novel,Atoms,
,2010,Necap,The Human Blend,Alan Dean Foster,A device that burns out neural connections.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1897,Artificial Silk,In the Deep of Time,George Parsons Lathrop,A fabric like silk produced entirely without silkworms.,Yes,DuPont,Nylon,1930s,N/A,Atoms,
,2010,Darknet Farm,Freedom,Daniel Suarez,A farm that uses computer networked information systems to achieve sustainable agriculture in a community.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,2010,Millenniaire,The Quantum Thief,Hannu Rajaniemi,A person with much more Time than an ordinary person.,No,N/A,N/A,N/A,Fictional concept in the novel,N/A,
,2010,Disabler,The Human Blend,Alan Dean Foster,A device that drains power quickly from an electric vehicle.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2009,Controllable Drone Army,Daemon,Daniel Suarez,Darknet sorcerer uses gestures to control a network of drone servants.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,2009,Skin Computer,Mariposa,Greg Bear,"A computer that looks like a tattoo, on a stretchable base.",No,N/A,N/A,N/A,Fictional computing in the novel,Bits,
,2009,Robot Snake Spy,Mariposa,Greg Bear,"A small robot in the shape of a snake, used for field work by spies.",No,N/A,N/A,N/A,Fictional robot in the novel,Atoms,
,2009,Laser-Induced Plasma,Daemon,Daniel Suarez,Shoots lightning from your fingertips.,No,N/A,N/A,N/A,Fictional weapon in the novel,Atoms,
,2009,Dattoo,Mariposa,Greg Bear,A data exchange device worn on the skin like a tattoo.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2009,EPR Phone,Mariposa,Greg Bear,Telephony that uses quantum effects for transmission - and is therefore the ultimate in anti-eavesdropping technology.,No,N/A,N/A,N/A,Fictional communication tech,Bits,
,1898,Autonomous Digging Machine,The War of the Worlds,H.G. Wells,A mechanical device able to excavate on its own.,Yes,"Caterpillar, Komatsu",Autonomous construction vehicles,2010s,N/A,Atoms,
,1898,Air-Tight Suit,Edison's Conquest of Mars,Garrett P. Serviss,An special outfit that would allow a person to survive in vacuum.,Yes,"NASA, SpaceX",Spacesuits,1960s,N/A,Atoms,
,1898,Heat Ray,The War of the Worlds,H.G. Wells,First use of what appears to be a laser weapon.,Yes,Various,Laser weapons,1960s,N/A,Atoms,
,2009,EyePod,WWW: Wake,Robert J. Sawyer,A generic term for the external computing processing unit needed for eye implants.,No,N/A,N/A,N/A,Fictional biotech in the novel,Bits,
,2009,Distributed Assembly Plant,Daemon,Daniel Suarez,Bringing parts together for assembly in a crowd anonymously.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,2009,Third Eye,Daemon,Daniel Suarez,An output device that uses the skin of the user.,No,N/A,N/A,N/A,Fictional interface in the novel,Bits,
,1898,Space Walk,Edison's Conquest of Mars,Garrett P. Serviss,Going outside your space craft for a short time.,Yes,"NASA, Roscosmos",Extravehicular activity,1965,N/A,Atoms,
,2009,Razorback,Daemon,Daniel Suarez,Autonomous motorcycle weapons platform.,No,N/A,N/A,N/A,Fictional vehicle in the novel,Atoms,
,2009,Robobug,The Golden City,John Twelve Hawks,A cyborg insect.,No,N/A,N/A,N/A,Fictional cyborg in the novel,Atoms,
,2009,Digital Ink License Plate,Daemon,Daniel Suarez,License tags that can change both state and number in the blink of an eye.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2009,Mind-Reading with MRI,Daemon,Daniel Suarez,Making use of direct brain imaging to discern a person's thoughts.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1898,Biological Warfare,The War of the Worlds,H.G. Wells,The use of microorganisms to defeat an enemy; this is the first reference in science fiction that I can find to this concept.,Yes,Various militaries,Biological weapons,1900s,N/A,Atoms,
,2009,Websight,WWW: Wake,Robert J. Sawyer,A way of visualizing the Internet internally.,No,N/A,N/A,N/A,Fictional interface in the novel,Bits,
,2008,Homing Butterflies,Moxyland,Lauren Beukes,Butterflies modified to accompany a purchased bouquet.,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,1899,Aerodrome (Ærodromes),Looking Forward: A Dream of the United States of the Americas in 1999,Arthur Bird,Flying machines.,Yes,"Boeing, Airbus",Airplanes,1903,N/A,Atoms,
,2008,Photomnemonic Tablet,Anathem,Neal Stephenson,A device that both records and displays images with the same element.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2008,Blithe,Anathem,Neal Stephenson,A plant engineered to produce a substance that brought out compliant behavior in those who consumed it.,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,2008,Kinagram,Anathem,Neal Stephenson,Small print-size icons that presented a moving image.,No,N/A,N/A,N/A,Fictional display tech in the novel,Bits,
,2008,Ultimate Football League (UFL),The Sun Also Explodes,Chris Nakashima-Brown,A football league without restrictions on human modification.,No,N/A,N/A,N/A,Fictional concept in the novel,N/A,
,1899,Aerial Dynamite Ships,Looking Forward: A Dream of the United States of the Americas in 1999,Arthur Bird,Using airplanes to drop explosives during war.,Yes,Various militaries,Bombers,1910s,N/A,Atoms,
,1899,Moving Roadway,When the Sleeper Wakes,H.G. Wells,"A roadway that is in motion, with seats and kiosks, that goes around curves.",Yes,Various airports,Moving walkways,1950s,N/A,Atoms,
,1899,Kinetiscope Appliance,When the Sleeper Wakes,H.G. Wells,A small object that could show a variety of artificially created or extrapolated images.,Yes,"Sony, Microsoft",Augmented reality,2010s,N/A,Atoms,
,2008,Headspace,Flood,Stephen Baxter,A virtual world in which a person could raise a virtual baby with full haptic realism.,No,N/A,N/A,N/A,Fictional virtual world in the novel,Bits,
,1899,Electric-Automatic Housemaid Robot (Automaton),Ely's Automatic Housemaid,Elizabeth Bellamy,A very early description of a robot to help around the house.,Yes,iRobot,Home cleaning robots,2002,N/A,Atoms,
,1899,Moving Picture Player,When the Sleeper Wakes,H.G. Wells,A machine that plays recorded pictures back for a single person - a combination DVD player and screen.,Yes,"Sony, LG",DVD players,1996,N/A,Atoms,
,1899,Automatic Door,When the Sleeper Wakes,H.G. Wells,A wall strip that rolls up automatically to let you through.,Yes,Stanley Access Technologies,Automatic doors,1960s,N/A,Atoms,
,1899,Town In One Building,When the Sleeper Wakes,H.G. Wells,"This is the basic idea behind an arcology, or other single structure that is intended to provide living space and mall.",Yes,NEOM,NEOM,2020s,N/A,Atoms,
,1899,Babble Machine,When the Sleeper Wakes,H.G. Wells,Not just television - this describes what we call 'the idiot box' (technology and media).,Yes,"Sony, Samsung",Televisions,1927,N/A,Atoms,
,1899,DVD/VCR (Entertainment Player),When the Sleeper Wakes,H.G. Wells,A device that accepts stored moving picture entertainment and makes it available for viewing.,Yes,"Sony, LG",DVD/Blu-ray players,1996,N/A,Atoms,
,1899,Electrical Farming Implements,Looking Forward: A Dream of the United States of the Americas in 1999,Arthur Bird,Labor-saving automatic farm equipment.,Yes,"John Deere, CNH Industrial",Agricultural machinery,1900s,N/A,Atoms,
,1899,Networked World,When the Sleeper Wakes,H.G. Wells,Very early description of our dependence on technology and communication.,Yes,Internet pioneers,The Internet,1969,N/A,Both,
,2008,ParanoidLinux,Little Brother,Cory Doctorow,A computer operating system that deliberately obscures the activities of the user.,No,N/A,N/A,N/A,Fictional OS in the novel,Bits,
,1899,Automated Surface Measurement,When the Sleeper Wakes,H.G. Wells,A mechanical method of accurately measuring a surface.,Yes,FARO Technologies,3D scanning,1970s,N/A,Atoms,
,2008,Allswell,Anathem,Neal Stephenson,An organic compound found (or placed) in food that calms and mellows those who partake of it.,No,N/A,N/A,N/A,Fictional substance in the novel,Atoms,
,2008,Spine-Clamp,Anathem,Neal Stephenson,A device that constrains the movements of convicted criminals.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,2008,Defuser,Moxyland,Lauren Beukes,Electroshock cellphones to keep unruly individuals under control.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1901,Translatophone,My Translatophone,Frank Stockton,A device that performs mechanical translation of one language into another.,Yes,Google,Google Translate,2006,N/A,Atoms,
,2008,Angel Music Player,Flood,Stephen Baxter,"A device that beams music directly into your brain, without wires.",No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,2008,Gait-Cam,Little Brother,Cory Doctorow,"A surveillance camera system that analyzes the unique way in which people walk, to identify them.",No,N/A,N/A,N/A,Fictional surveillance tech,Bits,
,2008,Sky-Bike,The Last Theorem,Arthur C. Clarke (w/Pohl,A human-powered floating bicycle built for use in lunar sports.,No,N/A,N/A,N/A,Fictional vehicle in the novel,Atoms,
,1903,Joystick Controls w/Remote Display,The Land Ironclads,H.G. Wells,A fire-by-wire remote-controlled weapon system.,Yes,Various militaries,Remote weapon systems,1940s,N/A,Atoms,
,1903,Aerial Navies,The World Masters,George Griffith,Use of vast numbers of air-ships (planes) to overwhelm land defenses.,Yes,Various air forces,Air forces,1910s,N/A,Atoms,
,2008,Fuel Tree,Anathem,Neal Stephenson,Plants raised as fuel.,No,N/A,N/A,N/A,Fictional biotech in the novel,Atoms,
,2008,Photonomous,Little Brother,Cory Doctorow,A program that strips out the digital noise signature from a picture file.,No,N/A,N/A,N/A,Fictional software in the novel,Bits,
,2007,Virtual World Theft,Halting State,Charles Stross,A method of stealing or reassigning ownership to items of value in virtual worlds.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,2007,Orbital Weapon Lancet (OWL),Quantico,Greg Bear,A kinetic energy weapon placed in Earth orbit.,No,N/A,N/A,N/A,Fictional weapon in the novel,Atoms,
,2007,Scanner Palm,KOP,Warren Hammond,A document scanner implanted in the palm of the hand.,No,N/A,N/A,N/A,Fictional biotech in the novel,Bits,
,2007,OSMO (Osmic Mobile Observers),Quantico,Greg Bear,"UAV with the ability to ""smell"" their human quarry.",No,N/A,N/A,N/A,Fictional UAVs in the novel,Atoms,
,2007,SPOOKS,Halting State,Charles Stross,A live-action role playing (LARP) game that lets ordinary people play at being secret agents.,No,N/A,N/A,N/A,Fictional game in the novel,N/A,
,2007,Airboarding,Halting State,Charles Stross,Typing in thin air to input characters into a computer.,No,N/A,N/A,N/A,Fictional interface in the novel,Bits,
,2007,Tongueprint Verification,Fleet of Worlds,Larry Niven (w/E.M. Lerner,A device that verifies the unique print of the tongue against a a database for identification purposes.,No,N/A,N/A,N/A,Fictional biometric tech,Bits,
,1909,Telemedicine Apparatus,The Machine Stops,E.M. Forster,First reference to a device that allows physicians to examine or aid patients at a distance.,Yes,Various telehealth companies,Telemedicine,1960s,N/A,Atoms,
,1909,Cinematophote (Blue Optic Plate),The Machine Stops,E.M. Forster,"The first reference to a tablet-sized, handheld screen.",Yes,"Apple, Samsung",Tablet computers,2010s,N/A,Atoms,
,1909,Video Communicator,The Machine Stops,E.M. Forster,"A device that carried both voice and image, letting the two parties see each other.",Yes,"Zoom, FaceTime",Video calling apps,2010s,N/A,Atoms,
,2007,Anemopter,Finisterra,David Moles,Special craft for journeys through the atmosphere of a gas giant planet.,No,N/A,N/A,N/A,Fictional aircraft in the story,Atoms,
,2007,Lifelog,Halting State,Charles Stross,A life record made constantly.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
